ID,country,language,socialNbFollowers,socialClassesLiked,classesListed,classesOffered,classesPassRate,classesWished,classesEnrolled,gender
67239,Etats-Unis,en,3,0,0,0,0,0,0,F
67240,France,fr,3,0,0,0,0,0,0,F
67241,France,en,3,0,0,0,0,0,0,M
67242,France,fr,3,0,0,0,0,0,0,F
67243,Royaume-Uni,en,3,0,0,0,0,0,0,F
67244,France,fr,3,0,0,0,0,0,0,M
67245,Canada,en,3,0,0,0,0,0,0,F
67246,France,fr,3,0,0,0,0,0,0,F
67247,Royaume-Uni,en,3,0,0,0,0,0,0,F
67248,France,fr,3,0,0,0,0,0,0,F
67249,France,fr,3,0,0,0,0,0,0,F
67250,Allemagne,de,3,0,0,0,0,0,0,M
67251,Royaume-Uni,en,3,0,0,0,0,0,0,M
67252,Etats-Unis,en,3,0,0,0,0,0,0,F
67253,Italie,it,3,0,0,0,0,0,0,F
67254,Etats-Unis,fr,3,1,0,0,0,0,0,F
67255,France,fr,3,0,0,0,0,1,0,M
67256,Italie,en,3,1,0,0,0,0,0,M
67257,Etats-Unis,en,3,0,0,0,0,0,0,F
67258,Hong Kong,en,3,37,0,0,0,0,0,F
67259,Italie,it,3,0,0,0,0,0,0,M
67260,Maroc,fr,3,0,0,0,0,0,0,M
67261,Royaume-Uni,en,3,0,0,0,0,0,0,F
67262,Allemagne,de,3,0,0,0,0,0,0,M
67263,Danemark,en,3,0,0,0,0,0,0,F
67264,France,fr,3,0,0,0,0,0,0,F
67265,Etats-Unis,en,3,0,0,0,0,0,0,F
67266,Etats-Unis,en,3,0,0,0,0,0,0,F
67267,Japon,en,3,0,0,0,0,0,0,F
67268,Etats-Unis,en,3,6,0,0,0,29,0,M
67269,Australie,en,3,16,0,0,0,0,0,F
67270,Espagne,es,3,0,0,0,0,0,0,F
67271,France,fr,3,0,0,0,0,0,0,F
67272,France,fr,3,0,0,0,0,0,0,F
67273,Espagne,es,3,12,0,0,0,0,0,F
67274,??mirats arabes unis,en,3,0,0,0,0,0,0,M
67275,Italie,it,3,0,0,0,0,0,0,F
67276,Etats-Unis,en,3,0,0,0,0,0,0,F
67277,France,fr,3,0,0,0,0,0,0,F
67278,Etats-Unis,en,3,0,0,0,0,0,0,F
67279,Belgique,fr,3,0,0,0,0,0,0,F
67280,Italie,it,3,0,0,0,0,0,0,F
67281,Allemagne,de,3,0,0,0,0,0,0,M
67282,France,fr,3,30,0,0,0,1,0,F
67283,Finlande,en,3,0,0,0,0,0,0,M
67284,France,fr,3,0,0,0,0,0,0,F
67285,Royaume-Uni,en,3,0,0,0,0,0,0,F
67286,Espagne,es,3,0,0,0,0,0,0,F
67287,Espagne,fr,3,0,0,0,0,0,0,F
67288,Etats-Unis,en,3,0,0,0,0,0,0,F
67289,Espagne,en,3,0,0,0,0,0,0,M
67290,France,fr,3,0,0,0,0,0,0,F
67291,France,fr,3,0,0,0,0,0,0,F
67292,Singapour,en,3,0,0,0,0,0,0,M
67293,France,fr,3,0,0,0,0,0,0,F
67294,Suisse,en,3,0,0,0,0,0,0,F
67295,France,fr,3,0,0,0,0,0,0,F
67296,France,fr,3,0,0,0,0,0,0,F
67297,Chine,en,3,0,0,0,0,0,0,M
67298,Etats-Unis,en,3,1,0,0,0,0,0,F
67299,Italie,it,3,0,0,0,0,0,0,F
67300,France,fr,3,4,0,0,0,1,0,F
67301,Espagne,es,3,0,0,0,0,0,0,F
67302,France,fr,3,0,0,0,0,0,0,F
67303,Su??de,en,3,0,0,0,0,0,0,F
67304,Italie,it,3,0,0,0,0,0,0,F
67305,Belgique,fr,3,1,0,0,0,0,0,F
67306,France,fr,3,0,0,0,0,0,0,M
67307,Autriche,de,3,0,0,0,0,0,0,F
67308,France,fr,3,0,0,0,0,0,0,M
67309,France,fr,3,0,0,0,0,0,0,F
67310,Etats-Unis,en,3,0,0,0,0,0,0,F
67311,Irlande,en,3,0,0,0,0,0,0,F
67312,Etats-Unis,en,3,0,0,0,0,0,0,F
67313,Danemark,en,3,0,0,0,0,0,0,M
67314,France,fr,3,0,0,0,0,0,0,F
67315,Etats-Unis,en,3,0,0,0,0,1,0,F
67316,Royaume-Uni,en,3,18,0,0,0,16,0,F
67317,France,fr,3,0,0,0,0,0,0,M
67318,France,fr,3,0,0,0,0,0,0,M
67319,Allemagne,de,3,4,0,0,0,9,0,F
67320,Hong Kong,en,3,0,0,0,0,0,0,F
67321,Allemagne,en,3,0,0,0,0,2,0,F
67322,France,fr,3,1,0,0,0,1,0,F
67323,Etats-Unis,en,3,1,0,0,0,0,0,F
67324,France,fr,3,0,0,0,0,0,0,M
67325,Belgique,en,3,0,0,0,0,0,0,F
67326,France,fr,3,0,0,0,0,0,0,F
67327,Suisse,fr,3,0,0,0,0,0,0,M
67328,Italie,it,3,0,0,0,0,0,0,F
67329,France,fr,3,2,0,0,0,0,0,F
67330,France,fr,3,0,0,0,0,0,0,F
67331,Etats-Unis,en,3,0,0,0,0,0,0,F
67332,Belgique,fr,3,2,0,0,0,0,0,F
67333,Pays-Bas,en,3,0,0,0,0,0,0,F
67334,Royaume-Uni,en,3,0,0,0,0,0,0,M
67335,France,fr,3,0,0,0,0,0,0,M
67336,Afrique du Sud,en,3,0,0,0,0,0,0,F
67337,France,fr,3,0,0,0,0,0,0,F
67338,France,fr,3,0,0,0,0,0,0,F
67339,France,fr,3,1,0,0,0,0,0,F
67340,Allemagne,de,3,0,0,0,0,0,0,F
67341,Etats-Unis,en,3,0,0,0,0,0,0,F
67342,Royaume-Uni,en,3,0,0,0,0,0,0,F
67343,Allemagne,de,3,0,0,0,0,0,0,F
67344,Espagne,es,3,0,0,0,0,0,0,F
67345,Pays-Bas,en,3,0,0,0,0,0,0,F
67346,France,fr,3,1,0,0,0,0,0,F
67347,Belgique,fr,3,0,0,0,0,0,0,F
67348,Kowait,en,3,0,0,0,0,0,0,M
67349,France,fr,3,8,0,0,0,1,0,M
67350,S??n??gal,fr,3,0,0,0,0,0,0,F
67351,Etats-Unis,en,3,0,0,0,0,0,0,M
67352,France,fr,3,0,0,0,0,0,0,F
67353,France,fr,3,0,0,0,0,0,0,F
67354,Roumanie,en,3,0,0,0,0,0,0,M
67355,France,fr,3,0,0,0,0,0,0,F
67356,Espagne,es,3,0,0,0,0,0,0,F
67357,Italie,it,3,0,0,0,0,0,0,M
67358,Etats-Unis,en,3,0,0,0,0,0,0,F
67359,Belgique,fr,3,0,0,0,0,0,0,F
67360,Su??de,en,3,0,0,0,0,0,0,M
67361,Suisse,de,3,0,0,0,0,0,0,F
67362,France,fr,3,0,0,0,0,0,0,F
67363,Italie,it,3,0,0,0,0,0,0,F
67364,Royaume-Uni,en,3,0,0,0,0,0,0,F
67365,Italie,it,3,0,0,0,0,0,0,F
67366,Italie,it,3,1,0,0,0,0,0,F
67367,Italie,it,3,0,0,0,0,0,0,F
67368,Italie,it,3,0,0,0,0,0,0,F
67369,Espagne,es,3,0,0,0,0,0,0,M
67370,Allemagne,de,3,0,0,0,0,0,0,M
67371,Etats-Unis,de,3,0,0,0,0,0,0,F
67372,Italie,it,3,17,0,0,0,3,0,M
67373,Singapour,en,3,53,0,0,0,11,0,F
67374,??mirats arabes unis,en,3,0,0,0,0,0,0,F
67375,Allemagne,de,3,0,0,0,0,0,0,M
67376,Finlande,en,3,0,0,0,0,0,0,F
67377,Australie,en,3,0,0,0,0,0,0,F
67378,Espagne,es,3,0,0,0,0,0,0,F
67379,Hong Kong,en,3,0,0,0,0,0,0,F
67380,Belgique,fr,3,1,0,0,0,0,0,F
67381,Russie,en,3,0,0,0,0,0,0,M
67382,France,fr,3,0,0,0,0,0,0,F
67383,France,fr,3,0,0,0,0,0,0,F
67384,France,fr,3,0,0,0,0,0,0,F
67385,Italie,it,3,0,0,0,0,0,0,F
67386,Hongrie,en,3,0,0,0,0,0,0,F
67387,Espagne,es,3,0,0,0,0,0,0,F
67388,Italie,it,3,0,0,0,0,0,0,F
67389,Belgique,fr,3,0,0,0,0,0,0,F
67390,Etats-Unis,en,3,3,0,0,0,0,0,F
67391,Espagne,es,3,0,0,0,0,0,0,F
67392,Italie,it,3,0,0,0,0,0,0,F
67393,Royaume-Uni,en,3,0,0,0,0,0,0,F
67394,Finlande,en,3,0,0,0,0,0,0,F
67395,Allemagne,de,3,0,0,0,0,0,0,M
67396,Italie,it,3,0,0,0,0,0,0,F
67397,Italie,it,3,0,0,0,0,0,0,M
67398,France,fr,3,0,0,0,0,0,0,M
67399,Royaume-Uni,en,3,1,0,0,0,0,0,F
67400,France,fr,3,0,0,0,0,0,0,M
67401,Etats-Unis,en,3,0,0,0,0,0,0,F
67402,Etats-Unis,en,3,0,0,0,0,0,0,F
67403,France,fr,3,0,0,0,0,0,0,F
67404,France,fr,3,0,0,0,0,0,1,F
67405,Royaume-Uni,en,3,0,0,0,0,0,0,F
67406,Etats-Unis,en,3,0,0,0,0,0,0,F
67407,Belgique,fr,3,0,0,0,0,0,0,F
67408,France,fr,3,0,0,0,0,0,0,F
67409,Allemagne,de,3,0,0,0,0,0,0,M
67410,France,fr,3,0,0,0,0,0,0,F
67411,Espagne,es,3,0,0,0,0,0,0,F
67412,Singapour,en,3,2,0,0,0,0,0,F
67413,France,fr,3,0,0,0,0,0,0,F
67414,Italie,it,3,0,0,0,0,0,0,F
67415,Allemagne,de,3,0,0,0,0,0,0,F
67416,Italie,it,3,0,0,0,0,0,0,M
67417,Etats-Unis,en,3,0,0,0,0,0,0,F
67418,France,fr,3,34,0,0,0,0,0,F
67419,Italie,it,3,0,0,0,0,0,0,M
67420,Etats-Unis,en,3,0,0,0,0,0,0,F
67421,Royaume-Uni,en,3,0,0,0,0,0,0,F
67422,Royaume-Uni,en,3,0,0,0,0,0,0,F
67423,Australie,en,3,0,0,0,0,0,0,F
67424,France,fr,3,0,0,0,0,0,0,F
67425,Allemagne,en,3,0,0,0,0,0,0,F
67426,Royaume-Uni,en,3,0,0,0,0,0,0,F
67427,Royaume-Uni,en,3,0,0,0,0,0,0,F
67428,Canada,fr,3,0,0,0,0,0,0,F
67429,Australie,en,3,0,0,0,0,0,0,F
67430,France,fr,3,0,0,0,0,0,0,M
67431,Etats-Unis,en,3,0,0,0,0,0,0,F
67432,France,fr,3,0,0,0,0,0,0,F
67433,Pays-Bas,en,3,0,0,0,0,0,0,F
67434,Allemagne,de,3,0,0,0,0,0,0,F
67435,Roumanie,en,3,0,0,0,0,0,0,F
67436,France,fr,3,0,0,0,0,0,0,F
67437,Etats-Unis,en,3,0,0,0,0,0,0,F
67438,Etats-Unis,en,3,0,0,0,0,0,0,F
67439,Danemark,en,3,0,0,0,0,0,0,F
67440,Etats-Unis,en,3,0,0,0,0,0,0,F
67441,France,fr,3,5,0,0,0,0,0,M
67442,Italie,it,3,0,0,0,0,0,0,M
67443,France,en,3,22,0,0,0,0,0,M
67444,France,fr,3,0,0,0,0,0,0,F
67445,France,fr,3,0,0,0,0,0,0,M
67446,Etats-Unis,en,3,0,0,0,0,0,0,F
67447,Espagne,es,3,0,0,0,0,0,0,F
67448,Allemagne,de,3,0,0,0,0,0,0,F
67449,Danemark,en,3,0,0,0,0,0,0,F
67450,Espagne,en,3,0,0,0,0,0,0,M
67451,Royaume-Uni,en,3,0,0,0,0,0,0,F
67452,France,fr,3,0,0,0,0,0,0,F
67453,France,fr,3,0,0,0,0,0,0,F
67454,France,fr,3,0,0,0,0,0,0,F
67455,Italie,it,3,0,0,0,0,0,0,F
67456,Espagne,es,3,0,4,0,0,0,0,F
67457,Italie,it,3,0,0,0,0,0,0,M
67458,France,fr,3,1,0,0,0,0,0,F
67459,Su??de,en,3,0,0,0,0,0,0,F
67460,France,fr,3,0,0,0,0,0,0,F
67461,Allemagne,en,3,0,0,0,0,0,0,F
67462,Allemagne,de,3,21,0,0,0,1,0,F
67463,France,fr,3,0,0,0,0,0,0,F
67464,Italie,it,3,0,0,0,0,0,0,F
67465,Italie,it,3,0,0,0,0,0,0,F
67466,France,fr,3,1,0,0,0,0,0,F
67467,Roumanie,en,3,0,0,0,0,0,0,F
67468,Cambodge,en,3,0,0,0,0,0,0,F
67469,Etats-Unis,en,3,0,0,0,0,0,0,F
67470,Allemagne,de,3,0,0,0,0,0,0,F
67471,Royaume-Uni,en,3,0,0,0,0,0,0,F
67472,Taiwan,en,3,0,0,0,0,0,0,F
67473,France,fr,3,0,0,0,0,0,0,M
67474,Royaume-Uni,en,3,0,0,0,0,0,0,F
67475,Danemark,en,3,0,0,0,0,0,0,F
67476,Pays-Bas,en,3,0,0,0,0,0,0,F
67477,France,fr,3,0,0,0,0,0,0,F
67478,France,fr,3,0,0,0,0,0,0,F
67479,Danemark,en,3,0,0,0,0,0,0,F
67480,France,fr,3,0,0,0,0,0,0,M
67481,Singapour,en,3,0,0,0,0,0,0,F
67482,Royaume-Uni,en,3,0,0,0,0,0,0,F
67483,Etats-Unis,en,3,0,0,0,0,0,0,F
67484,Etats-Unis,en,3,3,0,0,0,2,0,M
67485,Espagne,es,3,0,0,0,0,0,0,F
67486,Etats-Unis,en,3,0,0,0,0,5,0,F
67487,France,fr,3,0,0,0,0,1,0,F
67488,Belgique,fr,3,0,0,0,0,0,0,F
67489,France,fr,3,1,0,0,0,0,0,M
67490,Etats-Unis,en,3,0,0,0,0,0,0,F
67491,France,fr,3,0,0,0,0,0,0,F
67492,Danemark,en,3,0,0,0,0,0,0,F
67493,France,fr,3,0,0,0,0,0,0,F
67494,Etats-Unis,en,3,0,0,0,0,0,0,F
67495,Espagne,es,3,0,0,0,0,0,0,M
67496,Taiwan,en,3,0,0,0,0,0,0,F
67497,Belgique,fr,3,0,0,0,0,0,0,F
67498,Italie,it,3,0,0,0,0,0,0,F
67499,France,en,3,0,0,0,0,0,0,F
67500,Canada,en,3,0,0,0,0,0,0,F
67501,Italie,it,3,0,0,0,0,0,0,F
67502,Mexique,es,3,0,0,0,0,0,0,F
67503,France,fr,3,0,0,0,0,0,0,M
67504,Allemagne,de,3,0,0,0,0,0,0,F
67505,Belgique,de,3,0,0,0,0,0,0,F
67506,Royaume-Uni,en,3,0,0,0,0,0,0,F
67507,Chine,en,3,0,0,0,0,0,0,F
67508,Danemark,en,3,10,0,0,0,5,0,F
67509,Gr??ce,en,3,1,0,0,0,13,0,F
67510,Allemagne,de,3,0,0,0,0,1,0,F
67511,Etats-Unis,en,3,0,0,0,0,0,0,F
67512,France,fr,3,0,0,0,0,0,0,F
67513,Espagne,es,3,0,0,0,0,0,0,M
67514,Espagne,es,3,0,0,0,0,0,0,F
67515,Royaume-Uni,en,3,2,0,0,0,0,0,F
67516,Royaume-Uni,en,3,0,0,0,0,0,0,F
67517,Etats-Unis,en,3,1,0,0,0,0,0,M
67518,Etats-Unis,en,3,0,0,0,0,0,0,M
67519,Espagne,es,3,0,0,0,0,0,0,F
67520,Autriche,de,3,0,0,0,0,0,0,F
67521,France,fr,3,0,0,0,0,0,0,F
67522,Royaume-Uni,en,3,0,0,0,0,0,0,F
67523,Espagne,es,3,0,0,0,0,0,0,F
67524,France,fr,3,0,0,0,0,0,0,F
67525,France,fr,3,0,0,0,0,0,0,M
67526,France,fr,3,0,0,0,0,0,0,F
67527,Danemark,en,3,0,0,0,0,0,0,F
67528,France,fr,3,0,0,0,0,0,0,F
67529,France,fr,3,0,0,0,0,0,0,F
67530,France,fr,3,0,0,0,0,0,0,F
67531,Allemagne,de,3,0,0,0,0,0,0,M
67532,Etats-Unis,en,3,0,0,0,0,0,0,M
67533,Etats-Unis,en,3,30,0,0,0,11,0,F
67534,Italie,it,3,0,0,0,0,0,0,F
67535,Royaume-Uni,en,3,0,0,0,0,0,0,F
67536,France,fr,3,0,0,0,0,0,0,M
67537,France,fr,3,0,0,0,0,0,0,F
67538,Etats-Unis,en,3,0,0,0,0,0,0,M
67539,Allemagne,de,3,0,0,0,0,0,0,F
67540,Royaume-Uni,en,3,0,0,0,0,0,0,F
67541,Royaume-Uni,en,3,0,0,0,0,0,0,F
67542,France,fr,3,0,0,0,0,0,0,F
67543,France,fr,3,0,0,0,0,0,0,F
67544,Pays-Bas,en,3,11,0,0,0,0,0,F
67545,Etats-Unis,en,3,0,0,0,0,0,0,F
67546,Canada,en,3,47,0,0,0,14,0,F
67547,Italie,it,3,0,0,0,0,0,0,F
67548,Allemagne,de,3,0,0,0,0,0,0,F
67549,France,fr,3,0,0,0,0,0,0,M
67550,Italie,en,3,0,0,0,0,0,0,F
67551,France,fr,3,0,0,0,0,0,0,F
67552,Belgique,en,3,40,0,0,0,0,0,F
67553,Su??de,en,3,0,0,0,0,0,0,F
67554,Autriche,de,3,0,0,0,0,0,0,M
67555,Allemagne,de,3,0,0,0,0,0,0,M
67556,Royaume-Uni,en,3,0,0,0,0,0,0,F
67557,France,fr,3,0,0,0,0,0,0,M
67558,Italie,it,3,0,0,0,0,0,0,F
67559,Allemagne,de,3,0,0,0,0,0,0,F
67560,Royaume-Uni,en,3,1,0,0,0,0,0,F
67561,Etats-Unis,en,3,5,0,0,0,7,0,F
67562,France,fr,3,0,0,0,0,0,0,F
67563,Su??de,en,3,0,0,0,0,0,0,M
67564,Italie,it,3,0,0,0,0,0,0,F
67565,Royaume-Uni,en,3,0,0,0,0,0,0,F
67566,France,fr,3,0,0,0,0,0,0,F
67567,France,fr,3,0,0,0,0,1,1,F
67568,Royaume-Uni,en,3,0,0,0,0,0,0,F
67569,Allemagne,de,3,3,0,0,0,0,0,F
67570,Espagne,es,3,0,0,0,0,0,1,M
67571,France,fr,3,0,0,0,0,0,0,F
67572,France,fr,3,0,0,0,0,0,0,F
67573,France,fr,3,1,0,0,0,1,0,F
67574,Espagne,es,3,0,0,0,0,0,0,F
67575,France,fr,3,0,0,0,0,0,0,M
67576,Italie,it,3,0,0,0,0,0,0,M
67577,France,fr,3,0,0,0,0,0,0,F
67578,Etats-Unis,en,3,0,0,0,0,0,0,F
67579,Suisse,fr,3,1,0,0,0,0,0,F
67580,Espagne,es,3,1,0,0,0,0,0,F
67581,Italie,it,3,0,0,0,0,0,0,F
67582,Espagne,es,3,0,0,0,0,0,0,F
67583,France,fr,3,2,0,0,0,11,0,F
67584,Etats-Unis,es,3,0,0,0,0,0,0,F
67585,Royaume-Uni,en,3,0,0,0,0,0,0,F
67586,Espagne,es,3,0,0,0,0,0,0,F
67587,France,fr,3,0,0,0,0,0,0,F
67588,France,fr,3,0,0,0,0,0,0,F
67589,France,fr,3,0,0,0,0,0,0,F
67590,France,fr,3,0,0,0,0,0,0,F
67591,Royaume-Uni,en,3,0,0,0,0,0,0,M
67592,Allemagne,de,3,0,0,0,0,0,0,F
67593,France,fr,3,0,0,0,0,0,0,F
67594,Royaume-Uni,en,3,0,0,0,0,1,0,F
67595,Espagne,es,3,0,0,0,0,0,0,F
67596,France,fr,3,0,0,0,0,0,0,F
67597,France,fr,3,0,0,0,0,0,0,F
67598,Australie,en,3,0,0,0,0,0,0,M
67599,Etats-Unis,en,3,0,0,0,0,0,0,F
67600,Etats-Unis,en,3,0,0,0,0,0,0,M
67601,Royaume-Uni,en,3,0,0,0,0,0,0,F
67602,Pays-Bas,it,3,4,0,0,0,1,9,F
67603,France,fr,3,0,0,0,0,0,0,M
67604,France,fr,3,0,0,0,0,0,0,M
67605,France,fr,3,0,0,0,0,0,0,F
67606,France,fr,3,0,1,0,0,0,0,M
67607,Belgique,fr,3,0,0,0,0,0,0,F
67608,Australie,en,3,2,0,0,0,2,0,F
67609,Russie,en,3,0,0,0,0,0,0,F
67610,Espagne,es,3,0,0,0,0,0,0,F
67611,France,fr,3,0,0,0,0,1,0,F
67612,Pays-Bas,en,3,0,0,0,0,0,0,F
67613,Danemark,en,3,0,0,0,0,0,0,F
67614,Kazakhstan,en,3,3,0,0,0,0,0,F
67615,Italie,it,3,0,0,0,0,0,0,F
67616,Etats-Unis,en,3,0,0,0,0,2,0,F
67617,Royaume-Uni,en,3,0,0,0,0,0,0,F
67618,Royaume-Uni,en,3,0,0,0,0,0,0,F
67619,Danemark,en,3,0,0,0,0,0,0,M
67620,France,fr,3,0,0,0,0,0,0,F
67621,Etats-Unis,en,3,0,0,0,0,0,0,M
67622,Danemark,en,3,0,0,0,0,0,0,M
67623,Ukraine,en,3,1,0,0,0,0,0,F
67624,Italie,it,3,0,0,0,0,0,0,F
67625,Etats-Unis,en,3,0,0,0,0,0,0,F
67626,France,fr,3,0,0,0,0,0,0,F
67627,France,fr,3,0,0,0,0,0,0,F
67628,France,fr,3,0,0,0,0,0,0,F
67629,France,fr,3,0,0,0,0,0,0,F
67630,Etats-Unis,en,3,0,0,0,0,0,0,F
67631,P??rou,es,3,0,0,0,0,0,0,M
67632,Royaume-Uni,en,3,0,0,0,0,0,0,F
67633,Gr??ce,en,3,0,0,0,0,0,0,F
67634,Italie,it,3,0,0,0,0,0,0,F
67635,France,fr,3,0,0,0,0,0,0,F
67636,France,fr,3,0,0,0,0,0,0,F
67637,France,es,3,0,0,0,0,0,0,F
67638,Royaume-Uni,en,3,0,0,0,0,0,0,F
67639,Italie,en,3,0,0,0,0,0,0,M
67640,Italie,it,3,0,0,0,0,0,0,F
67641,France,fr,3,0,0,0,0,0,0,F
67642,Allemagne,de,3,0,0,0,0,0,0,M
67643,France,fr,3,0,0,0,0,0,0,F
67644,Su??de,en,3,0,0,0,0,0,0,M
67645,Royaume-Uni,en,3,1,0,0,0,0,0,F
67646,Suisse,en,3,0,0,0,0,0,0,F
67647,Allemagne,de,3,0,0,0,0,0,0,F
67648,France,fr,3,0,0,0,0,0,0,F
67649,Etats-Unis,en,3,0,0,0,0,0,0,F
67650,Royaume-Uni,en,3,0,0,0,0,0,0,F
67651,Royaume-Uni,en,3,0,0,0,0,0,0,M
67652,Pays-Bas,en,3,34,0,0,0,3,0,F
67653,Etats-Unis,en,3,0,0,0,0,0,0,F
67654,Espagne,es,3,0,0,0,0,0,0,M
67655,Gr??ce,en,3,0,0,0,0,0,0,F
67656,France,fr,3,0,0,0,0,0,0,F
67657,France,fr,3,0,0,0,0,0,0,M
67658,France,fr,3,0,0,0,0,0,0,M
67659,Japon,en,3,18,0,0,0,0,0,F
67660,Royaume-Uni,en,3,0,0,0,0,0,0,F
67661,Allemagne,de,3,0,0,0,0,0,0,F
67662,Allemagne,de,3,0,0,0,0,0,0,M
67663,Allemagne,de,3,0,0,0,0,1,0,M
67664,France,fr,3,0,0,0,0,0,0,F
67665,Pays-Bas,en,3,0,0,0,0,0,0,F
67666,Espagne,es,3,0,0,0,0,0,0,F
67667,Allemagne,en,3,77,0,0,0,0,0,F
67668,France,fr,3,0,0,0,0,0,0,F
67669,Allemagne,de,3,0,0,0,0,0,0,F
67670,Italie,it,3,0,0,0,0,0,0,M
67671,Espagne,es,3,0,0,0,0,0,0,M
67672,France,fr,3,0,0,0,0,0,0,F
67673,Etats-Unis,en,3,0,0,0,0,0,0,F
67674,Belgique,fr,3,0,0,0,0,0,0,F
67675,Suisse,de,3,0,0,0,0,0,0,F
67676,Royaume-Uni,en,3,0,0,0,0,0,0,F
67677,Italie,it,3,0,0,0,0,0,0,F
67678,France,fr,3,0,0,0,0,0,0,M
67679,Italie,it,3,0,0,0,0,0,0,M
67680,Danemark,en,3,1,0,0,0,0,0,F
67681,Chine,en,3,0,0,0,0,0,0,F
67682,Etats-Unis,en,3,0,0,0,0,0,0,F
67683,Etats-Unis,en,3,0,0,0,0,0,0,F
67684,Espagne,en,3,0,0,0,0,0,0,F
67685,Etats-Unis,en,3,0,0,0,0,0,0,F
67686,Italie,it,3,0,0,0,0,0,0,M
67687,Espagne,es,3,0,0,0,0,0,0,F
67688,Espagne,es,3,1,0,0,0,1,0,F
67689,France,fr,3,0,0,0,0,0,0,F
67690,Etats-Unis,en,3,0,0,0,0,0,0,F
67691,Autriche,en,3,2,0,0,0,2,0,F
67692,Allemagne,de,3,0,0,0,0,0,0,M
67693,France,en,3,0,0,0,0,0,0,F
67694,France,fr,3,1,0,0,0,1,0,F
67695,Etats-Unis,en,3,0,0,0,0,0,0,F
67696,France,fr,3,0,0,0,0,0,0,F
67697,Royaume-Uni,en,3,0,0,0,0,0,0,F
67698,Etats-Unis,en,3,0,0,0,0,0,0,F
67699,Etats-Unis,en,3,0,0,0,0,0,1,M
67700,Danemark,en,3,0,0,0,0,0,0,F
67701,Etats-Unis,en,3,0,0,0,0,0,0,F
67702,France,fr,3,0,0,0,0,0,0,F
67703,Etats-Unis,en,3,0,0,0,0,0,0,M
67704,France,fr,3,0,0,0,0,0,0,F
67705,Su??de,en,3,3,0,0,0,0,0,F
67706,France,fr,3,0,0,0,0,0,0,M
67707,Royaume-Uni,en,3,0,0,0,0,0,0,F
67708,Espagne,es,3,0,0,0,0,0,0,F
67709,Royaume-Uni,en,3,0,0,0,0,0,0,M
67710,France,fr,3,0,0,0,0,0,0,M
67711,Italie,it,3,1,0,0,0,0,0,F
67712,France,fr,3,0,0,0,0,0,0,F
67713,Italie,it,3,0,0,0,0,0,0,M
67714,Etats-Unis,en,3,0,0,0,0,0,0,F
67715,France,fr,3,0,0,0,0,1,0,F
67716,Espagne,es,3,0,0,0,0,0,0,F
67717,Espagne,es,3,0,0,0,0,0,0,F
67718,Allemagne,de,3,0,0,0,0,0,0,M
67719,Allemagne,de,3,23,0,0,0,0,0,F
67720,Etats-Unis,en,3,0,0,0,0,0,0,F
67721,Etats-Unis,en,3,0,0,0,0,0,0,F
67722,Danemark,en,3,0,0,0,0,0,0,F
67723,Espagne,es,3,0,0,0,0,0,0,F
67724,France,fr,3,3,0,0,0,0,0,M
67725,France,fr,3,0,0,0,0,0,0,F
67726,Allemagne,de,3,1,0,0,0,0,0,F
67727,France,fr,3,0,0,0,0,0,0,F
67728,Italie,it,3,0,0,0,0,0,0,F
67729,Etats-Unis,en,3,0,0,0,0,0,0,F
67730,Royaume-Uni,en,3,0,0,0,0,0,0,F
67731,France,fr,3,0,0,0,0,0,0,F
67732,France,fr,3,0,0,0,0,0,1,M
67733,Italie,it,3,0,0,0,0,0,0,F
67734,France,fr,3,0,0,0,0,1,0,F
67735,France,fr,3,0,0,0,0,0,0,M
67736,France,fr,3,0,0,0,0,0,0,F
67737,Royaume-Uni,en,3,0,0,0,0,0,0,F
67738,Etats-Unis,en,3,0,0,0,0,0,0,M
67739,Irak,en,3,0,0,0,0,0,0,M
67740,France,en,3,0,0,0,0,0,0,F
67741,Espagne,es,3,3,0,0,0,0,1,F
67742,France,fr,3,0,0,0,0,0,0,F
67743,France,fr,3,0,0,0,0,1,0,F
67744,France,fr,3,0,0,0,0,0,0,M
67745,France,fr,3,0,0,0,0,0,0,F
67746,Espagne,es,3,0,0,0,0,0,0,F
67747,Allemagne,de,3,0,0,0,0,0,0,F
67748,Royaume-Uni,en,3,0,0,0,0,0,0,M
67749,Royaume-Uni,en,3,0,0,0,0,0,0,F
67750,Allemagne,es,3,0,0,0,0,0,0,F
67751,France,fr,3,0,0,0,0,0,0,F
67752,France,fr,3,0,0,0,0,0,0,F
67753,Etats-Unis,en,3,0,0,0,0,0,1,M
67754,Royaume-Uni,en,3,0,0,0,0,0,0,F
67755,Etats-Unis,en,3,0,0,0,0,0,0,F
67756,France,fr,3,0,0,0,0,0,0,F
67757,France,fr,3,0,0,0,0,0,0,F
67758,France,fr,3,0,0,0,0,0,0,F
67759,Etats-Unis,en,3,0,0,0,0,0,0,F
67760,France,fr,3,0,0,0,0,0,0,F
67761,Italie,it,3,0,0,0,0,0,0,F
67762,France,fr,3,0,0,0,0,0,0,F
67763,France,fr,3,0,0,0,0,0,0,F
67764,France,fr,3,0,0,0,0,0,0,F
67765,Italie,it,3,0,0,0,0,0,0,F
67766,France,fr,3,0,0,0,0,0,0,F
67767,Allemagne,de,3,0,0,0,0,0,1,F
67768,Martinique,fr,3,0,0,0,0,0,0,F
