ID,country,language,socialNbFollowers,socialClassesLiked,classesListed,classesOffered,classesPassRate,classesWished,classesEnrolled,gender
66708,Etats-Unis,en,3,0,0,0,0,0,0,F
66709,Estonie,en,3,0,0,0,0,0,0,F
66710,France,fr,3,0,0,0,0,0,0,F
66711,France,fr,3,0,0,0,0,0,0,M
66712,Allemagne,de,3,0,0,0,0,0,0,F
66713,Royaume-Uni,en,3,0,0,0,0,0,0,F
66714,Russie,en,3,0,0,0,0,0,0,F
66715,France,fr,3,0,0,0,0,0,0,M
66716,France,fr,3,0,0,0,0,0,0,F
66717,France,fr,3,0,0,0,0,0,0,F
66718,Autriche,de,3,0,0,0,0,0,0,F
66719,Royaume-Uni,en,3,0,0,0,0,0,0,F
66720,Italie,it,3,0,0,0,0,0,0,F
66721,Espagne,es,3,0,0,0,0,0,0,M
66722,Royaume-Uni,en,3,1,0,0,0,0,0,F
66723,Italie,it,3,0,0,0,0,0,0,M
66724,France,fr,3,0,0,0,0,0,0,F
66725,Espagne,es,3,0,0,0,0,0,0,F
66726,Royaume-Uni,en,3,0,0,0,0,0,0,F
66727,France,fr,3,0,1,0,0,0,0,F
66728,Suisse,de,3,0,0,0,0,0,0,F
66729,Hongrie,en,3,18,0,0,0,1,0,F
66730,France,fr,3,0,0,0,0,0,0,F
66731,Italie,it,3,0,0,0,0,0,0,F
66732,France,fr,3,0,0,0,0,0,0,F
66733,Roumanie,en,3,0,0,0,0,0,0,F
66734,Etats-Unis,en,3,0,0,0,0,0,0,F
66735,Espagne,es,3,0,0,0,0,0,0,F
66736,Danemark,en,3,107,0,0,0,2,0,F
66737,Etats-Unis,en,3,0,0,0,0,0,0,M
66738,France,fr,3,0,0,0,0,0,0,F
66739,Royaume-Uni,en,3,0,0,0,0,0,0,M
66740,France,fr,3,0,0,0,0,0,0,M
66741,France,fr,3,2,0,0,0,0,0,F
66742,Australie,en,3,0,0,0,0,0,0,F
66743,France,fr,3,0,0,0,0,0,0,F
66744,Belgique,en,3,0,0,0,0,0,0,F
66745,Espagne,es,3,0,0,0,0,0,0,F
66746,Royaume-Uni,en,3,0,0,0,0,0,0,F
66747,France,fr,3,0,0,0,0,0,0,F
66748,Espagne,es,3,0,0,0,0,0,0,F
66749,Su??de,en,3,0,0,0,0,0,0,M
66750,Allemagne,de,3,0,0,0,0,0,0,M
66751,France,fr,3,0,0,0,0,0,0,F
66752,Royaume-Uni,en,3,2,0,0,0,1,0,F
66753,Australie,en,3,0,0,0,0,0,0,F
66754,Italie,it,3,0,0,0,0,0,0,F
66755,France,fr,3,0,0,0,0,0,0,M
66756,Italie,it,3,1,0,0,0,0,0,F
66757,Slovaquie,en,3,0,0,0,0,0,0,F
66758,Royaume-Uni,en,3,0,0,0,0,0,0,M
66759,France,fr,3,0,0,0,0,0,1,F
66760,??mirats arabes unis,en,3,0,0,0,0,0,0,F
66761,France,fr,3,1,0,0,0,0,0,M
66762,Etats-Unis,en,3,6,0,0,0,0,0,F
66763,Etats-Unis,en,3,0,0,0,0,0,0,F
66764,Italie,it,3,0,0,0,0,0,0,F
66765,Etats-Unis,en,3,1,0,0,0,0,0,F
66766,France,fr,3,0,0,0,0,0,0,M
66767,Allemagne,de,3,0,0,0,0,0,0,F
66768,France,fr,3,0,0,0,0,0,0,M
66769,Royaume-Uni,en,3,0,0,0,0,4,0,F
66770,France,fr,3,0,0,0,0,0,0,F
66771,Espagne,es,3,0,0,0,0,0,0,F
66772,Australie,en,3,0,0,0,0,0,0,M
66773,Etats-Unis,en,3,0,0,0,0,0,0,M
66774,France,fr,3,0,0,0,0,0,0,M
66775,France,fr,3,0,0,0,0,0,0,F
66776,Royaume-Uni,en,3,0,0,0,0,0,0,F
66777,Etats-Unis,en,3,0,0,0,0,0,0,F
66778,France,es,3,0,0,0,0,0,0,F
66779,Afghanistan,fr,3,2,0,0,0,0,0,F
66780,France,fr,3,0,0,0,0,0,0,F
66781,Etats-Unis,fr,3,0,0,0,0,0,0,F
66782,Espagne,es,3,0,0,0,0,0,0,F
66783,Etats-Unis,en,3,0,0,0,0,0,0,F
66784,Royaume-Uni,en,3,0,0,0,0,0,0,F
66785,Allemagne,de,3,0,0,0,0,0,0,F
66786,France,fr,3,0,0,0,0,0,0,F
66787,Etats-Unis,en,3,0,0,0,0,0,0,F
66788,France,fr,3,1,0,0,0,0,0,F
66789,France,fr,3,0,0,0,0,0,0,F
66790,France,fr,3,0,0,0,0,0,0,F
66791,Espagne,es,3,0,0,0,0,0,0,F
66792,France,fr,3,0,0,0,0,0,0,F
66793,France,fr,3,0,0,0,0,0,0,F
66794,Allemagne,de,3,0,0,0,0,0,0,F
66795,Portugal,en,3,0,0,0,0,0,0,F
66796,Espagne,es,3,0,0,0,0,0,0,M
66797,Israel,en,3,0,0,0,0,0,0,F
66798,Lettonie,en,3,0,0,0,0,0,0,F
66799,Nigeria,en,3,0,0,0,0,0,0,M
66800,Allemagne,es,3,0,0,0,0,0,0,F
66801,Italie,it,3,0,0,0,0,0,0,F
66802,Su??de,en,3,2,0,0,0,9,0,F
66803,Nigeria,en,3,0,0,0,0,0,0,M
66804,France,fr,3,1,0,0,0,0,0,F
66805,France,fr,3,0,0,0,0,0,0,F
66806,Danemark,en,3,0,0,0,0,0,0,F
66807,Etats-Unis,en,3,0,0,0,0,0,0,F
66808,France,fr,3,0,0,0,0,0,0,F
66809,France,fr,3,0,0,0,0,0,0,F
66810,France,fr,3,0,0,0,0,0,0,F
66811,France,fr,3,0,0,0,0,0,0,M
66812,Tunisie,fr,3,0,0,0,0,0,0,M
66813,Italie,it,3,1,0,0,0,4,0,F
66814,Royaume-Uni,en,3,2,0,0,0,0,0,F
66815,Croatie,en,3,1,0,0,0,1,0,F
66816,Etats-Unis,fr,3,0,0,0,0,0,0,F
66817,France,fr,3,0,0,0,0,0,0,F
66818,France,fr,3,0,0,0,0,0,0,F
66819,Royaume-Uni,en,3,0,0,0,0,0,0,F
66820,Turquie,de,3,5,0,0,0,0,0,F
66821,Etats-Unis,en,3,0,0,0,0,0,0,F
66822,France,fr,3,7,0,0,0,0,0,F
66823,France,fr,3,0,0,0,0,0,0,F
66824,France,fr,3,0,0,0,0,0,0,M
66825,France,fr,3,0,0,0,0,0,0,F
66826,Gr??ce,en,3,2,0,0,0,7,0,F
66827,France,fr,3,0,0,0,0,0,0,F
66828,Etats-Unis,en,3,0,0,0,0,0,0,F
66829,Allemagne,de,3,4,0,0,0,26,0,F
66830,Roumanie,en,3,1,0,0,0,0,0,F
66831,Etats-Unis,en,3,0,0,0,0,0,0,M
66832,France,fr,3,0,0,0,0,0,0,F
66833,Italie,it,3,0,0,0,0,0,0,F
66834,France,fr,3,0,0,0,0,0,0,F
66835,Royaume-Uni,en,3,0,0,0,0,0,0,F
66836,Russie,fr,3,0,0,0,0,0,0,F
66837,France,fr,3,0,0,0,0,0,0,F
66838,Espagne,es,3,1,0,0,0,0,0,F
66839,France,fr,3,0,0,0,0,0,0,F
66840,France,en,3,0,0,0,0,0,0,F
66841,France,fr,3,0,0,0,0,0,0,F
66842,Royaume-Uni,en,3,0,0,0,0,0,0,F
66843,Royaume-Uni,en,3,0,0,0,0,0,0,F
66844,Royaume-Uni,en,3,0,0,0,0,2,2,F
66845,Russie,en,3,0,0,0,0,0,0,F
66846,Japon,en,3,0,0,0,0,0,0,F
66847,Royaume-Uni,en,3,2,0,0,0,0,0,F
66848,Etats-Unis,en,3,1,0,0,0,0,0,F
66849,France,fr,3,0,0,0,0,0,0,F
66850,Espagne,es,3,0,0,0,0,0,0,M
66851,Etats-Unis,en,3,0,0,0,0,0,0,F
66852,Belgique,fr,3,0,0,0,0,0,0,F
66853,France,fr,3,0,0,0,0,0,0,F
66854,Pays-Bas,en,3,346,0,0,0,6,3,F
66855,Autriche,de,3,0,0,0,0,0,0,M
66856,Italie,it,3,0,0,0,0,0,0,F
66857,Etats-Unis,en,3,0,0,0,0,0,0,F
66858,France,fr,3,0,0,0,0,0,0,M
66859,France,fr,3,44,0,0,0,0,0,M
66860,Italie,it,3,0,0,0,0,0,0,F
66861,Su??de,en,3,28,0,0,0,0,1,F
66862,Italie,it,3,1,0,0,0,0,0,F
66863,Italie,it,3,1,0,0,0,0,0,M
66864,Allemagne,de,3,0,0,0,0,0,0,F
66865,France,fr,3,1,0,0,0,0,0,M
66866,Italie,it,3,0,0,0,0,0,0,M
66867,Espagne,es,3,1,0,0,0,0,0,M
66868,Allemagne,de,3,3,0,0,0,0,0,F
66869,Royaume-Uni,en,3,0,0,0,0,0,0,F
66870,Espagne,es,3,0,0,0,0,0,0,F
66871,France,fr,3,0,0,0,0,0,0,M
66872,France,fr,3,0,0,0,0,0,0,M
66873,Hong Kong,en,3,0,0,0,0,0,0,M
66874,France,fr,3,0,0,0,0,0,0,M
66875,France,fr,3,0,0,0,0,0,0,M
66876,Australie,en,3,0,0,0,0,0,0,F
66877,Espagne,es,3,0,0,0,0,0,0,F
66878,France,fr,3,0,0,0,0,0,0,F
66879,France,fr,3,0,0,0,0,0,0,F
66880,Thailande,en,3,0,0,0,0,0,0,M
66881,Royaume-Uni,en,3,1,0,0,0,0,0,F
66882,Royaume-Uni,en,3,0,0,0,0,0,0,M
66883,Royaume-Uni,en,3,0,0,0,0,0,0,M
66884,Italie,it,3,0,0,0,0,0,0,F
66885,Royaume-Uni,en,3,0,0,0,0,0,0,F
66886,Royaume-Uni,en,3,0,0,0,0,0,0,F
66887,France,fr,3,0,0,0,0,0,0,F
66888,Italie,it,3,0,0,0,0,0,0,F
66889,France,fr,3,0,0,0,0,0,0,F
66890,France,fr,3,0,0,0,0,0,0,M
66891,Etats-Unis,en,3,0,0,0,0,0,0,F
66892,Italie,it,3,0,0,0,0,0,0,M
66893,France,fr,3,0,0,0,0,0,0,F
66894,Etats-Unis,en,3,0,0,0,0,0,0,F
66895,Estonie,en,3,0,0,0,0,0,0,F
66896,Italie,it,3,1,0,0,0,0,0,F
66897,Italie,it,3,0,0,0,0,0,0,F
66898,Su??de,en,3,0,0,0,0,0,0,M
66899,Allemagne,de,3,0,0,0,0,0,0,F
66900,France,fr,3,0,0,0,0,0,0,F
66901,Etats-Unis,en,3,0,0,0,0,0,0,F
66902,Su??de,en,3,0,0,0,0,0,0,M
66903,Italie,it,3,0,0,0,0,0,0,M
66904,France,fr,3,0,0,0,0,12,0,F
66905,Italie,de,3,0,0,0,0,0,0,F
66906,Italie,it,3,1,0,0,0,0,0,F
66907,Royaume-Uni,en,3,1,0,0,0,0,0,F
66908,France,fr,3,0,0,0,0,0,0,F
66909,Su??de,en,3,0,0,0,0,0,0,M
66910,Royaume-Uni,en,3,0,0,0,0,0,0,M
66911,France,fr,3,0,0,0,0,0,0,F
66912,Portugal,en,3,0,0,0,0,0,0,F
66913,Etats-Unis,en,3,0,0,0,0,0,0,F
66914,Belgique,fr,3,0,0,0,0,0,0,F
66915,France,fr,3,0,0,0,0,0,0,F
66916,France,fr,3,0,0,0,0,0,0,F
66917,Belgique,en,3,0,0,0,0,0,0,F
66918,France,fr,3,0,0,0,0,0,0,F
66919,Hong Kong,en,3,0,0,0,0,0,0,M
66920,Autriche,de,3,2,0,0,0,0,0,F
66921,Etats-Unis,en,3,0,0,0,0,0,0,F
66922,France,fr,3,0,0,0,0,1,0,M
66923,France,en,3,0,0,0,0,0,0,M
66924,Italie,it,3,0,0,0,0,0,0,F
66925,Etats-Unis,en,3,0,0,0,0,1,0,F
66926,France,fr,3,0,0,0,0,0,0,M
66927,Danemark,en,3,0,0,0,0,0,0,F
66928,Gr??ce,en,3,0,0,0,0,0,0,F
66929,Etats-Unis,en,3,0,0,0,0,0,0,M
66930,France,fr,3,0,0,0,0,0,0,M
66931,Australie,en,3,0,0,0,0,2,0,F
66932,Etats-Unis,en,3,0,0,0,0,0,0,F
66933,Royaume-Uni,en,3,0,0,0,0,0,0,F
66934,France,fr,3,0,0,0,0,0,0,F
66935,France,fr,3,0,0,0,0,1,0,F
66936,Etats-Unis,en,3,0,0,0,0,0,0,F
66937,France,fr,3,0,0,0,0,0,0,M
66938,Pays-Bas,en,3,0,0,0,0,1,0,F
66939,France,fr,3,0,0,0,0,0,0,F
66940,Espagne,es,3,0,0,0,0,0,0,M
66941,Australie,en,3,0,0,0,0,0,0,M
66942,France,fr,3,0,0,0,0,0,0,F
66943,Italie,it,3,0,0,0,0,0,0,M
66944,Royaume-Uni,en,3,0,0,0,0,0,0,F
66945,France,fr,3,0,0,0,0,0,0,F
66946,Allemagne,de,3,0,0,0,0,0,0,F
66947,Royaume-Uni,en,3,0,0,0,0,0,0,F
66948,France,fr,3,0,0,0,0,0,0,F
66949,France,fr,3,0,0,0,0,0,0,M
66950,Belgique,fr,3,0,0,0,0,0,0,F
66951,France,fr,3,5,0,0,0,0,0,F
66952,Philippines,en,3,0,0,0,0,0,0,F
66953,France,fr,3,0,0,0,0,0,0,M
66954,Royaume-Uni,en,3,0,0,0,0,0,0,M
66955,Australie,en,3,0,0,0,0,0,0,F
66956,France,fr,3,0,0,0,0,0,0,F
66957,France,fr,3,0,0,0,0,0,0,F
66958,Allemagne,de,3,0,0,0,0,0,0,F
66959,Espagne,es,3,0,0,0,0,0,0,F
66960,France,fr,3,0,0,0,0,0,0,F
66961,Etats-Unis,en,3,22,0,0,0,0,1,F
66962,Espagne,es,3,0,0,0,0,0,0,F
66963,France,fr,3,0,0,0,0,0,0,F
66964,Royaume-Uni,en,3,0,0,0,0,0,0,F
66965,Italie,it,3,0,0,0,0,0,0,M
66966,France,fr,3,0,0,0,0,0,0,F
66967,France,fr,3,0,0,0,0,0,0,F
66968,France,fr,3,0,0,0,0,0,0,M
66969,France,fr,3,0,0,0,0,0,0,M
66970,France,fr,3,0,0,0,0,0,0,F
66971,Belgique,fr,3,0,0,0,0,0,0,M
66972,France,fr,3,0,0,0,0,0,0,F
66973,France,fr,3,0,0,0,0,0,0,F
66974,Royaume-Uni,en,3,0,0,0,0,0,0,F
66975,Etats-Unis,en,3,0,0,0,0,0,0,F
66976,Italie,it,3,0,0,0,0,0,0,F
66977,France,fr,3,0,0,0,0,0,0,F
66978,France,fr,3,0,0,0,0,0,0,M
66979,Royaume-Uni,en,3,0,0,0,0,0,0,F
66980,Espagne,es,3,0,0,0,0,0,0,M
66981,Etats-Unis,en,3,0,0,0,0,0,0,F
66982,Allemagne,de,3,0,0,0,0,0,0,F
66983,Allemagne,de,3,0,0,0,0,0,0,F
66984,Etats-Unis,en,3,0,0,0,0,0,0,F
66985,Etats-Unis,en,3,0,0,0,0,2,0,F
66986,France,fr,3,0,0,0,0,0,0,F
66987,Royaume-Uni,en,3,0,0,0,0,0,0,M
66988,France,fr,3,0,0,0,0,0,0,M
66989,France,fr,3,0,0,0,0,0,0,F
66990,Etats-Unis,en,3,0,0,0,0,0,0,F
66991,Australie,en,3,0,0,0,0,0,0,F
66992,Etats-Unis,fr,3,0,0,0,0,0,0,F
66993,Hong Kong,en,3,0,0,0,0,0,0,F
66994,Danemark,en,3,0,0,0,0,0,0,F
66995,Gr??ce,en,3,0,0,0,0,0,0,F
66996,Etats-Unis,en,3,0,0,0,0,0,0,F
66997,Espagne,es,3,0,0,0,0,0,0,F
66998,France,fr,3,0,0,0,0,0,0,M
66999,Roumanie,en,3,0,0,0,0,0,0,F
67000,Belgique,fr,3,0,0,0,0,0,0,F
67001,Allemagne,de,3,0,0,0,0,0,0,F
67002,France,fr,3,0,0,0,0,0,0,M
67003,Royaume-Uni,en,3,0,0,0,0,0,0,F
67004,Malaisie,en,3,0,0,0,0,0,0,M
67005,Su??de,en,3,0,0,0,0,0,0,F
67006,France,fr,3,0,0,0,0,0,0,M
67007,France,fr,3,0,0,0,0,0,0,F
67008,France,fr,3,0,0,0,0,0,0,M
67009,France,fr,3,0,0,0,0,0,0,F
67010,Royaume-Uni,en,3,0,0,0,0,0,0,F
67011,Espagne,es,3,0,0,0,0,0,0,F
67012,France,fr,3,0,0,0,0,0,0,F
67013,Pays-Bas,en,3,0,0,0,0,0,0,F
67014,France,fr,3,0,0,0,0,0,0,M
67015,Etats-Unis,en,3,0,0,0,0,0,0,F
67016,Etats-Unis,en,3,0,0,0,0,0,0,F
67017,Espagne,es,3,0,0,0,0,0,0,F
67018,Espagne,es,3,0,0,0,0,0,0,F
67019,France,fr,3,0,0,0,0,0,0,F
67020,Royaume-Uni,en,3,0,0,0,0,0,0,F
67021,France,fr,3,0,0,0,0,0,0,F
67022,Royaume-Uni,en,3,0,0,0,0,0,0,F
67023,Australie,en,3,0,0,0,0,0,0,F
67024,Etats-Unis,en,3,0,0,0,0,0,0,F
67025,France,fr,3,2,0,0,0,0,0,F
67026,Italie,it,3,0,0,0,0,0,0,F
67027,Italie,it,3,0,0,0,0,0,0,F
67028,France,fr,3,1,0,0,0,0,0,F
67029,France,fr,3,2,0,0,0,0,0,M
67030,Italie,it,3,0,0,0,0,0,0,M
67031,Italie,it,3,0,0,0,0,0,0,F
67032,France,fr,3,0,0,0,0,0,0,F
67033,Espagne,es,3,0,0,0,0,0,0,F
67034,Royaume-Uni,en,3,0,0,0,0,0,0,F
67035,Philippines,en,3,0,0,0,0,0,0,F
67036,France,fr,3,0,0,0,0,0,0,F
67037,Etats-Unis,de,3,0,0,0,0,0,0,F
67038,Royaume-Uni,en,3,0,0,0,0,0,0,F
67039,France,fr,3,10,0,0,0,0,1,F
67040,France,fr,3,0,0,0,0,0,0,F
67041,Etats-Unis,en,3,5,0,0,0,0,0,F
67042,Royaume-Uni,en,3,0,0,0,0,0,0,F
67043,France,fr,3,0,0,0,0,0,0,M
67044,Etats-Unis,en,3,0,0,0,0,0,0,F
67045,France,fr,3,0,0,0,0,0,0,F
67046,Belgique,en,3,0,0,0,0,0,0,F
67047,France,fr,3,0,0,0,0,0,0,F
67048,Espagne,es,3,0,0,0,0,0,0,M
67049,France,fr,3,0,0,0,0,0,0,F
67050,Pays-Bas,en,3,0,0,0,0,0,0,F
67051,France,fr,3,0,0,0,0,0,0,M
67052,France,fr,3,0,0,0,0,0,0,F
67053,Belgique,en,3,1,0,0,0,0,0,F
67054,Etats-Unis,en,3,0,0,0,0,0,0,F
67055,Belgique,fr,3,0,0,0,0,0,0,M
67056,Etats-Unis,en,3,0,0,0,0,0,0,F
67057,Royaume-Uni,en,3,0,0,0,0,0,0,F
67058,Pays-Bas,en,3,4,0,0,0,0,0,F
67059,Allemagne,de,3,0,0,0,0,0,0,F
67060,Danemark,en,3,0,0,0,0,0,0,F
67061,Allemagne,de,3,0,0,0,0,0,0,M
67062,France,fr,3,0,0,0,0,0,1,F
67063,Allemagne,de,3,0,0,0,0,0,0,F
67064,Espagne,es,3,0,0,0,0,1,0,F
67065,Allemagne,de,3,0,0,0,0,1,1,F
67066,Hongrie,en,3,0,0,0,0,0,0,F
67067,France,fr,3,0,0,0,0,0,0,M
67068,Egypte,en,3,0,0,0,0,0,0,F
67069,France,fr,3,0,0,0,0,2,0,M
67070,Belgique,fr,3,0,0,0,0,0,0,F
67071,Espagne,es,3,0,0,0,0,0,0,F
67072,Royaume-Uni,en,3,0,0,0,0,0,0,F
67073,Royaume-Uni,en,3,0,0,0,0,0,1,F
67074,France,fr,3,0,0,0,0,0,0,F
67075,Canada,en,3,5,0,0,0,0,0,F
67076,Pologne,en,3,0,0,0,0,0,0,F
67077,Royaume-Uni,en,3,0,0,0,0,0,0,F
67078,Australie,en,3,1,0,0,0,3,0,F
67079,France,fr,3,0,0,0,0,0,0,F
67080,Espagne,es,3,1,0,0,0,0,0,M
67081,Belgique,en,3,0,0,0,0,0,0,M
67082,Finlande,en,3,0,0,0,0,0,0,M
67083,Italie,it,3,0,0,0,0,0,0,M
67084,Su??de,en,3,0,0,0,0,0,0,F
67085,France,en,3,0,0,0,0,0,0,M
67086,Etats-Unis,en,3,0,0,0,0,1,0,F
67087,Suisse,fr,3,0,0,0,0,0,0,F
67088,France,fr,3,0,0,0,0,0,0,F
67089,Etats-Unis,en,3,0,0,0,0,0,0,F
67090,France,fr,3,1,0,0,0,0,0,M
67091,Finlande,en,3,16,0,0,0,0,0,M
67092,Allemagne,en,3,0,0,0,0,0,0,F
67093,Royaume-Uni,en,3,0,0,0,0,0,0,M
67094,Belgique,en,3,0,0,0,0,0,0,F
67095,Etats-Unis,en,3,2,0,0,0,0,0,F
67096,Danemark,en,3,0,0,0,0,0,0,F
67097,Chine,de,3,0,0,0,0,0,0,F
67098,France,fr,3,0,0,0,0,0,0,F
67099,France,fr,3,0,0,0,0,0,0,M
67100,Italie,it,3,0,0,0,0,0,0,F
67101,France,fr,3,0,0,0,0,0,0,F
67102,Allemagne,de,3,0,0,0,0,0,0,M
67103,Royaume-Uni,en,3,0,0,0,0,0,0,M
67104,Italie,it,3,0,0,0,0,0,0,F
67105,France,en,3,0,0,0,0,0,0,F
67106,Royaume-Uni,en,3,0,0,0,0,0,0,F
67107,Estonie,en,3,0,0,0,0,0,0,F
67108,Espagne,es,3,0,0,0,0,0,0,F
67109,Etats-Unis,en,3,0,0,0,0,0,0,F
67110,Etats-Unis,en,3,0,0,0,0,0,0,F
67111,Espagne,es,3,0,0,0,0,0,0,F
67112,France,fr,3,0,0,0,0,0,0,F
67113,France,fr,3,0,0,0,0,0,0,F
67114,Su??de,en,3,0,0,0,0,0,0,F
67115,Royaume-Uni,en,3,0,0,0,0,0,0,F
67116,Etats-Unis,en,3,0,0,0,0,0,0,F
67117,Monaco,fr,3,0,0,0,0,0,0,F
67118,France,fr,3,0,0,0,0,0,0,F
67119,Suisse,de,3,20,0,0,0,0,0,F
67120,Italie,it,3,0,0,0,0,0,0,F
67121,Royaume-Uni,en,3,0,0,0,0,0,0,M
67122,Su??de,en,3,0,0,0,0,0,0,M
67123,France,fr,3,0,0,0,0,0,0,F
67124,France,fr,3,0,0,0,0,0,0,F
67125,Italie,it,3,20,0,0,0,0,0,F
67126,Italie,it,3,0,0,0,0,0,0,M
67127,Royaume-Uni,en,3,0,0,0,0,0,0,F
67128,Royaume-Uni,en,3,0,0,0,0,0,0,F
67129,France,fr,3,0,0,0,0,0,0,M
67130,France,fr,3,0,0,0,0,0,0,F
67131,Australie,en,3,0,0,0,0,0,0,M
67132,France,fr,3,0,0,0,0,0,0,F
67133,France,fr,3,0,0,0,0,0,0,F
67134,Etats-Unis,en,3,0,0,0,0,0,0,M
67135,Royaume-Uni,en,3,0,0,0,0,0,0,M
67136,Maroc,fr,3,0,0,0,0,0,0,M
67137,France,fr,3,0,0,0,0,0,0,M
67138,Ukraine,en,3,0,0,0,0,0,0,M
67139,France,fr,3,0,0,0,0,0,0,F
67140,Pays-Bas,en,3,5,0,0,0,0,0,F
67141,Italie,it,3,0,0,0,0,0,0,F
67142,France,fr,3,0,0,0,0,0,0,F
67143,Etats-Unis,en,3,0,0,0,0,0,0,F
67144,Royaume-Uni,en,3,0,0,0,0,0,0,M
67145,R??publique tch??que,en,3,0,0,0,0,0,0,F
67146,France,fr,3,0,0,0,0,0,0,F
67147,Belgique,en,3,0,0,0,0,0,0,F
67148,Cameroun,fr,3,0,0,0,0,0,0,M
67149,France,fr,3,0,0,0,0,0,0,F
67150,Royaume-Uni,en,3,0,0,0,0,0,0,F
67151,France,fr,3,0,0,0,0,0,0,F
67152,France,fr,3,1,0,0,0,0,0,F
67153,France,fr,3,0,0,0,0,0,0,F
67154,France,fr,3,0,0,0,0,0,0,F
67155,Etats-Unis,en,3,0,0,0,0,0,0,F
67156,Royaume-Uni,en,3,0,0,0,0,0,0,M
67157,France,fr,3,0,0,0,0,0,0,M
67158,Italie,it,3,0,0,0,0,0,0,F
67159,Danemark,en,3,0,0,0,0,0,0,M
67160,Etats-Unis,en,3,0,0,0,0,0,0,M
67161,Espagne,es,3,3,0,0,0,1,0,F
67162,France,fr,3,6,0,0,0,1,0,F
67163,Italie,it,3,0,0,0,0,0,0,F
67164,Hong Kong,en,3,0,0,0,0,0,0,F
67165,Royaume-Uni,it,3,8,0,0,0,0,0,F
67166,France,fr,3,0,0,0,0,0,0,F
67167,Allemagne,de,3,0,0,0,0,0,0,F
67168,Royaume-Uni,en,3,80,0,0,0,36,0,F
67169,Etats-Unis,en,3,0,0,0,0,0,0,F
67170,R??union,fr,3,0,0,0,0,0,0,F
67171,Bulgarie,en,3,0,0,0,0,0,0,F
67172,Italie,it,3,0,0,0,0,0,0,F
67173,France,fr,3,0,0,0,0,0,0,F
67174,Australie,en,3,0,0,0,0,0,0,F
67175,France,fr,3,0,0,0,0,0,0,M
67176,Royaume-Uni,en,3,0,0,0,0,0,0,F
67177,Russie,en,3,0,0,0,0,0,0,F
67178,Thailande,en,3,0,0,0,0,0,0,F
67179,Su??de,en,3,0,0,0,0,0,0,F
67180,Finlande,en,3,1,0,0,0,0,0,F
67181,France,fr,3,0,0,0,0,0,0,F
67182,Royaume-Uni,en,3,0,0,0,0,0,0,F
67183,Qatar,en,3,0,0,0,0,0,0,F
67184,France,fr,3,0,0,0,0,0,0,F
67185,Royaume-Uni,en,3,9,0,0,0,0,0,F
67186,France,fr,3,0,0,0,0,0,0,M
67187,Royaume-Uni,en,3,0,0,0,0,0,0,F
67188,Italie,it,3,0,0,0,0,0,0,F
67189,Allemagne,de,3,2,0,0,0,0,1,F
67190,Etats-Unis,en,3,0,0,0,0,0,0,M
67191,Etats-Unis,en,3,1,0,0,0,0,1,F
67192,Royaume-Uni,en,3,0,0,0,0,0,0,F
67193,Suisse,fr,3,0,0,0,0,0,0,F
67194,Tunisie,fr,3,0,0,0,0,0,0,M
67195,Hong Kong,en,3,0,0,0,0,0,0,F
67196,Hong Kong,en,3,0,0,0,0,0,0,F
67197,France,fr,3,0,0,0,0,0,0,F
67198,Royaume-Uni,en,3,0,0,0,0,0,0,F
67199,Australie,en,3,0,0,0,0,0,0,F
67200,Italie,it,3,0,0,0,0,0,0,F
67201,France,fr,3,0,0,0,0,0,0,F
67202,Suisse,it,3,0,0,0,0,0,0,F
67203,Espagne,es,3,0,0,0,0,0,0,F
67204,Italie,it,3,2,0,0,0,0,0,M
67205,France,fr,3,0,0,0,0,5,0,F
67206,France,fr,3,0,0,0,0,0,0,F
67207,Italie,it,3,0,0,0,0,0,0,F
67208,Etats-Unis,en,3,0,0,0,0,0,0,F
67209,Royaume-Uni,en,3,0,0,0,0,0,0,M
67210,Etats-Unis,en,3,0,0,0,0,0,0,F
67211,Etats-Unis,en,3,0,0,0,0,1,0,F
67212,France,fr,3,0,0,0,0,0,0,F
67213,France,fr,3,0,0,0,0,0,0,F
67214,Etats-Unis,en,3,0,0,0,0,0,0,F
67215,France,fr,3,0,0,0,0,1,0,F
67216,Taiwan,en,3,0,0,0,0,0,0,M
67217,Australie,en,3,0,0,0,0,0,0,F
67218,Espagne,es,3,0,0,0,0,0,0,F
67219,Kowait,en,3,0,0,0,0,0,0,F
67220,Royaume-Uni,en,3,0,0,0,0,0,0,M
67221,Autriche,de,3,0,0,0,0,0,0,F
67222,Espagne,es,3,0,0,0,0,0,0,F
67223,Su??de,en,3,0,0,0,0,0,0,F
67224,France,fr,3,0,0,0,0,0,0,F
67225,France,fr,3,0,0,0,0,0,0,F
67226,Allemagne,de,3,0,0,0,0,0,0,F
67227,Italie,it,3,0,0,0,0,0,0,F
67228,France,fr,3,1,0,0,0,1,0,F
67229,Etats-Unis,en,3,0,0,0,0,0,0,F
67230,France,fr,3,0,0,0,0,0,0,F
67231,Autriche,de,3,21,0,0,0,0,0,F
67232,Italie,it,3,0,0,0,0,1,0,F
67233,Italie,it,3,21,0,0,0,0,0,F
67234,France,fr,3,0,0,0,0,0,0,F
67235,Su??de,en,3,0,0,0,0,0,0,M
67236,France,fr,3,0,0,0,0,0,0,F
67237,France,fr,3,0,0,0,0,0,0,F
67238,France,fr,3,0,0,0,0,0,0,F
